
5999	ALE	71288.75	1072.98517581	73490	69278	D-edges 34 	D-max-degree 10 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 5 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0
5544	2G	8627.375	79.754995925	8777	8535	D-edges 29 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5543	OI	8599.3125	235.334527521	9022	8268	D-edges 33 	D-max-degree 10 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5542	YC	8565.5625	323.744298936	9663	8281	D-edges 32 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 7 	UR-max-degree 2 	UR-min-degree 1 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5541	D	8524.1875	62.788552649	8646	8423	D-edges 13 	D-max-degree 6 	D-min-degree 1 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 3 	D-min-out-degree 0 	D-diameter-from0 2 	UR-edges 0 	UR-max-degree 0 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5540	AJB	8493.1875	89.6961668286	8633	8281	D-edges 29 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5539	A	8425.5	95.9908849839	8617	8302	D-edges 23 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 4 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5538	4C	8379.75	434.826042803	9464	7891	D-edges 35 	D-max-degree 9 	D-min-degree 6 	D-max-in-degree 5 	D-min-in-degree 3 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 1 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5537	AF	8222.5	84.7260290584	8357	8086	D-edges 22 	D-max-degree 9 	D-min-degree 1 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 4 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5536	IJ	8147.5	24.4591496173	8195	8108	D-edges 24 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 0 	D-diameter-from0 2 	UR-edges 3 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5535	M6	8053.75	27.2109812392	8099	8002	D-edges 21 	D-max-degree 7 	D-min-degree 2 	D-max-in-degree 3 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 3 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5534	B4	7985.625	47.1723899649	8120	7925	D-edges 21 	D-max-degree 7 	D-min-degree 1 	D-max-in-degree 4 	D-min-in-degree 0 	D-max-out-degree 3 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 2 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5533	FH	7908.25	57.8570436507	8004	7813	D-edges 23 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5532	ZN	7848.75	76.152396548	7964	7658	D-edges 27 	D-max-degree 10 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5531	WG	7762.25	154.971166673	8319	7634	D-edges 30 	D-max-degree 10 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5530	ALJ	7717.5	147.727367133	8077	7577	D-edges 27 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5529	AG	7658.25	44.7779242485	7710	7552	D-edges 30 	D-max-degree 10 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5528	F	7609.1875	102.91453903	7750	7370	D-edges 31 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5527	W7	7527.0	69.4262198308	7668	7401	D-edges 32 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 4 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5526	O5	7270.4375	129.415497889	7422	6949	D-edges 32 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5525	FO	7234.5625	150.334198018	7638	7005	D-edges 33 	D-max-degree 10 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5524	O4	7170.875	130.239622907	7357	6958	D-edges 25 	D-max-degree 8 	D-min-degree 1 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5523	JP	7077.8125	17.1143899614	7119	7046	D-edges 22 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 0 	D-diameter-from0 2 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 4 	NSUC.conn 4
5522	V	7050.4375	2972.73960281	18561	6143	D-edges 17 	D-max-degree 6 	D-min-degree 0 	D-max-in-degree 4 	D-min-in-degree 0 	D-max-out-degree 3 	D-min-out-degree 0 	D-diameter-from0 2 	UR-edges 3 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5521	HC	6979.625	60.2213365428	7095	6849	D-edges 34 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 4 	NSUC.conn 4
5520	SC	6733.1875	199.262772097	7207	6514	D-edges 32 	D-max-degree 11 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5519	AQ	6550.625	44.032480909	6642	6479	D-edges 14 	D-max-degree 5 	D-min-degree 0 	D-max-in-degree 3 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 2 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5518	FC	6538.9375	61.0997839092	6637	6442	D-edges 26 	D-max-degree 9 	D-min-degree 1 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5517	3	6401.8125	62.7895480454	6511	6281	D-edges 23 	D-max-degree 8 	D-min-degree 1 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5516	J6	6335.3125	43.7988566489	6420	6254	D-edges 28 	D-max-degree 10 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5515	AHS	6294.3125	80.9665970864	6440	6130	D-edges 34 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5514	44	6289.875	106.487015053	6497	6136	D-edges 33 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 5 	NSUC.conn 5
5513	7A	6209.3125	130.933532159	6394	6017	D-edges 34 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5512	FB	6186.375	98.6748923232	6466	6063	D-edges 31 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5511	HD	6166.5625	303.513996537	6749	5867	D-edges 34 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5510	2F	6156.6875	130.032072366	6480	5978	D-edges 35 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5509	RJ	5965.0625	92.0879123107	6128	5854	D-edges 26 	D-max-degree 7 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5508	4R	5956.625	96.1118326482	6170	5735	D-edges 36 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 5 	NSUC.conn 5
5507	BD	5830.0625	12.7204006914	5853	5805	D-edges 20 	D-max-degree 7 	D-min-degree 1 	D-max-in-degree 4 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5506	VP	5792.1875	82.3887270429	5894	5636	D-edges 30 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5505	C	5668.5	99.1551814077	5805	5535	D-edges 26 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5504	Q	5576.5625	65.0211203668	5711	5444	D-edges 28 	D-max-degree 8 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5503	ABX	5558.125	64.5434688795	5713	5415	D-edges 39 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5502	WV	5513.375	197.882501437	5822	5211	D-edges 30 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5501	GP	5449.0	47.8121323515	5552	5395	D-edges 30 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 3 	NSUC.conn 3
5500	IC	5207.625	108.963224874	5407	5083	D-edges 34 	D-max-degree 9 	D-min-degree 5 	D-max-in-degree 4 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 4 	NSUC.conn 4
5499	SK	5138.0	190.677083049	5616	4944	D-edges 31 	D-max-degree 8 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5498	SL	5081.25	77.182008914	5214	4964	D-edges 33 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 3 	NSUC.conn 3
5497	GO	5014.0625	438.217050779	6328	4633	D-edges 33 	D-max-degree 8 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 4 	NSUC.conn 4
5496	TY	4945.5	59.6311579629	5033	4767	D-edges 31 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 5 	NSUC.conn 5
5495	KP	4883.25	146.167498097	5185	4623	D-edges 34 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5494	YL	4852.3125	30.6404935298	4897	4787	D-edges 33 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 0 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 3 	NSUC.conn 3
5493	BP	4833.75	36.0494452107	4908	4779	D-edges 28 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5492	UT	4672.5	194.738606855	5033	4442	D-edges 31 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5491	I6	4602.375	90.5123437714	4796	4464	D-edges 32 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5490	AIJ	4574.0625	107.632748705	4950	4461	D-edges 35 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5489	WO	4375.75	119.263626056	4732	4213	D-edges 37 	D-max-degree 11 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 5 	NSUC.conn 5
5488	R6	4176.0625	148.382305528	4489	3959	D-edges 34 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 5 	NSUC.conn 5
5487	G3	4145.625	156.17052979	4480	3939	D-edges 35 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 4 	NSUC.conn 4
5486	PB	4067.625	69.3495448795	4208	3941	D-edges 35 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5485	27	3968.0625	215.517246627	4727	3772	D-edges 36 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5484	E	3843.3125	45.4157444478	3927	3752	D-edges 28 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
